SetID,Time of Application,State,Monthly Net Income,Paycheck Net Income,Rent or Own,Months at Residence,Bank Account Months,Pay Cycle,Loan Amount,Loan Funded Date,Loan Due Date,First Payment Default,First Payment Default1,Time_Diff
564,2018-03-25T14:16:14Z,TX,3552,1776,R,54,6,BiWeekly,385.56,3/25/2018,4/13/2018,FALSE,0,19
2000,2018-01-31T14:52:00Z,CA,3.00E+03,1500,R,27,15,BiWeekly,300,1/31/2018,2/16/2018,TRUE,1,16
967,2018-03-11T17:07:10Z,CA,5.00E+03,5.00E+03,O,108,6,Monthly,117.65,3/11/2018,3/21/2018,FALSE,0,10
1637,2018-02-14T10:25:00Z,TX,4500,4500,R,96,6,Monthly,642.05,2/14/2018,3/1/2018,FALSE,0,15
378,2018-03-30T16:08:55Z,CA,1.00E+04,5.00E+03,R,39,36,BiWeekly,300,3/30/2018,4/20/2018,FALSE,0,21
1829,2018-02-07T13:43:00Z,CA,1935,1935,R,84,36,Monthly,300,2/9/2018,3/1/2018,FALSE,0,20
1254,2018-02-28T11:29:10Z,CA,1.30E+04,6500,R,60,30,BiWeekly,117.65,2/28/2018,3/16/2018,FALSE,0,16
1765,2018-02-12T01:50:00Z,CA,775,775,R,49,30,Monthly,235.3,2/12/2018,3/15/2018,FALSE,0,31
923,2018-03-13T12:27:41Z,CA,2100,2100,O,52,36,Monthly,300,3/13/2018,3/30/2018,FALSE,0,17
1863,2018-02-05T17:47:00Z,CA,4200,2100,R,26,36,BiMonthly,300,2/5/2018,2/15/2018,FALSE,0,10
544,2018-03-26T11:26:58Z,TX,5.00E+03,5.00E+03,R,12,18,Monthly,257.69,3/26/2018,4/26/2018,FALSE,0,31
1066,2018-03-07T07:46:22Z,TX,1.00E+04,5.00E+03,O,84,6,BiWeekly,641.23,3/7/2018,3/16/2018,TRUE,1,9
379,2018-03-30T15:44:26Z,CA,1548,774,R,13,36,BiWeekly,300,3/30/2018,4/20/2018,FALSE,0,21
128,2018-04-06T13:30:34Z,CA,6500,3250,R,60,30,BiWeekly,117.65,4/6/2018,4/20/2018,FALSE,0,14
1321,2018-02-26T16:20:39Z,CA,6.00E+03,3.00E+03,R,126,3,BiMonthly,235.3,2/26/2018,3/20/2018,FALSE,0,22
1081,2018-03-06T16:04:42Z,CA,5.00E+03,5.00E+03,O,12,6,Monthly,117.65,3/6/2018,3/30/2018,TRUE,1,24
1734,2018-02-12T14:03:00Z,CA,7.00E+03,3500,R,36,18,BiWeekly,117.65,2/12/2018,3/1/2018,FALSE,0,17
1239,2018-02-28T15:41:55Z,CA,9.00E+03,4500,R,48,6,BiMonthly,235.3,2/28/2018,3/16/2018,FALSE,0,16
1945,2018-02-01T17:37:00Z,CA,2102,1051,R,24,30,BiMonthly,300,2/1/2018,2/22/2018,FALSE,0,21
400,2018-03-29T16:42:32Z,CA,3400,3400,R,28,30,Monthly,300,3/29/2018,4/24/2018,FALSE,0,26
1711,2018-02-12T16:59:00Z,CA,2200,1100,O,124,12,BiMonthly,300,2/12/2018,2/28/2018,FALSE,0,16
686,2018-03-21T13:43:51Z,TX,3.00E+03,3.00E+03,R,36,3,Monthly,642.87,3/21/2018,4/11/2018,FALSE,0,21
1057,2018-03-07T17:12:07Z,CA,852,852,R,29,15,Monthly,235.3,3/7/2018,4/3/2018,FALSE,0,27
287,2018-04-02T19:08:33Z,CA,3400,1700,R,3,6,BiWeekly,300,4/2/2018,4/20/2018,TRUE,1,18
585,2018-03-24T13:49:25Z,CA,3.00E+03,1500,R,12,9,BiMonthly,117.65,3/24/2018,4/6/2018,FALSE,0,13
416,2018-03-29T12:31:13Z,TX,4.00E+03,2.00E+03,R,48,48,BiWeekly,642.05,3/29/2018,4/13/2018,FALSE,0,15
453,2018-03-28T12:21:09Z,CA,3.00E+03,3.00E+03,O,12,6,Monthly,117.65,3/28/2018,4/28/2018,FALSE,0,31
981,2018-03-10T15:50:10Z,CA,6.00E+03,3.00E+03,R,12,36,BiWeekly,235.3,3/10/2018,3/23/2018,FALSE,0,13
1952,2018-02-01T16:44:00Z,CA,1680,1680,R,67,36,Monthly,300,2/1/2018,2/28/2018,FALSE,0,27
1761,2018-02-12T09:29:00Z,CA,5312,2656,O,9,3,BiMonthly,300,2/12/2018,2/21/2018,FALSE,0,9
1189,2018-03-02T10:12:40Z,CA,908,908,R,18,15,Monthly,294.13,3/2/2018,3/30/2018,FALSE,0,28
593,2018-03-24T03:47:24Z,CA,1.00E+03,1.00E+03,R,12,6,Monthly,117.65,3/24/2018,4/3/2018,FALSE,0,10
234,2018-04-04T08:40:29Z,TX,2.00E+03,1.00E+03,R,12,12,BiWeekly,128.54,4/4/2018,4/24/2018,FALSE,0,20
531,2018-03-26T13:48:10Z,TX,3.00E+03,3.00E+03,R,60,60,Monthly,257.2,3/26/2018,4/17/2018,FALSE,0,22
361,2018-03-31T14:05:43Z,CA,1250,1250,R,50,12,Monthly,264.71,4/2/2018,4/25/2018,FALSE,0,23
54,2018-04-09T10:40:26Z,TX,5.00E+03,2500,R,60,30,BiWeekly,642.19,4/9/2018,4/25/2018,FALSE,0,16
150,2018-04-05T19:07:40Z,CA,2500,2500,R,12,12,Monthly,235.3,4/11/2018,5/1/2018,FALSE,0,20
1393,2018-02-23T11:26:32Z,TX,2500,2500,R,74,74,Monthly,644.24,2/23/2018,3/26/2018,TRUE,1,31
201,2018-04-04T19:22:27Z,CA,2500,2500,R,12,6,Monthly,117.65,4/4/2018,5/3/2018,FALSE,0,29
700,2018-03-20T18:54:59Z,CA,1375,1375,R,76,36,Monthly,300,3/20/2018,3/30/2018,FALSE,0,10
1469,2018-02-20T17:05:11Z,TX,5500,5500,O,185,36,Monthly,641.09,2/20/2018,2/28/2018,TRUE,1,8
95,2018-04-07T15:41:52Z,CA,2400,600,R,40,36,Weekly,300,4/7/2018,4/20/2018,FALSE,0,13
969,2018-03-11T12:06:40Z,TX,1500,1500,O,108,6,Monthly,641.36,3/12/2018,3/21/2018,FALSE,0,9
69,2018-04-08T16:19:46Z,CA,5.00E+03,2500,R,12,12,BiWeekly,300,4/11/2018,4/20/2018,FALSE,0,9
1347,2018-02-26T11:00:46Z,CA,1.30E+04,6500,R,12,9,BiMonthly,117.65,2/26/2018,3/16/2018,FALSE,0,18
1501,2018-02-20T08:02:49Z,TX,1.00E+04,5.00E+03,R,120,360,BiMonthly,642.05,2/20/2018,3/7/2018,FALSE,0,15
782,2018-03-18T17:15:09Z,TX,7.00E+03,3500,R,108,6,BiWeekly,385.56,3/18/2018,4/6/2018,FALSE,0,19
1571,2018-02-15T14:42:56Z,CA,1240,620,R,240,36,BiWeekly,300,2/15/2018,3/2/2018,FALSE,0,15
1314,2018-02-26T17:59:34Z,CA,1640,820,R,199,36,BiWeekly,300,2/26/2018,3/9/2018,FALSE,0,11
1531,2018-02-17T11:44:04Z,CA,1064,532,R,168,15,BiWeekly,300,2/17/2018,3/2/2018,FALSE,0,13
694,2018-03-21T00:47:56Z,CA,4.00E+03,4.00E+03,R,12,6,Monthly,117.65,3/21/2018,4/5/2018,FALSE,0,15
529,2018-03-26T14:23:45Z,TX,6500,3250,R,12,9,BiWeekly,641.5,3/26/2018,4/6/2018,FALSE,0,11
1705,2018-02-12T17:45:00Z,CA,2600,1300,R,35,36,BiWeekly,300,2/12/2018,2/23/2018,TRUE,1,11
1287,2018-02-27T12:58:17Z,CA,2400,1200,R,60,6,BiWeekly,300,2/27/2018,3/9/2018,FALSE,0,10
1192,2018-03-02T08:48:43Z,CA,1884,942,R,160,36,BiWeekly,300,3/2/2018,3/23/2018,FALSE,0,21
1841,2018-02-06T12:18:00Z,CA,5600,2800,R,13,10,BiWeekly,235.3,2/6/2018,2/23/2018,FALSE,0,17
1272,2018-02-27T16:28:19Z,CA,1200,1200,R,47,36,Monthly,300,2/27/2018,3/15/2018,FALSE,0,16
1204,2018-03-01T16:32:52Z,TX,5.00E+03,5.00E+03,R,120,9,Monthly,643.42,3/1/2018,3/26/2018,FALSE,0,25
947,2018-03-12T15:39:49Z,TX,4.00E+03,4.00E+03,R,24,6,Monthly,642.46,3/12/2018,3/30/2018,FALSE,0,18
1183,2018-03-02T14:58:48Z,CA,1012,1012,R,72,36,Monthly,300,3/2/2018,4/2/2018,FALSE,0,31
654,2018-03-22T14:25:28Z,CA,2500,2500,R,36,6,Monthly,117.65,3/22/2018,3/30/2018,FALSE,0,8
1965,2018-02-01T09:47:00Z,CA,3.00E+03,1500,R,42,15,BiMonthly,300,2/1/2018,2/15/2018,FALSE,0,14
848,2018-03-15T13:25:44Z,CA,8.00E+03,2.00E+03,R,108,6,Weekly,117.65,3/15/2018,3/29/2018,FALSE,0,14
902,2018-03-13T23:12:31Z,CA,1.00E+03,1.00E+03,R,159,36,Monthly,300,3/14/2018,4/3/2018,FALSE,0,20
394,2018-03-29T18:41:58Z,CA,1.00E+03,1.00E+03,R,63,6,Monthly,300,3/29/2018,4/27/2018,TRUE,1,29
10,2018-04-09T18:31:39Z,CA,2500,1250,R,60,48,BiMonthly,117.65,4/9/2018,4/27/2018,TRUE,1,18
1736,2018-02-12T13:36:00Z,CA,1270,635,R,79,36,BiWeekly,300,2/12/2018,2/23/2018,FALSE,0,11
873,2018-03-14T17:50:40Z,TX,2500,2500,R,48,6,Monthly,642.73,3/14/2018,4/3/2018,FALSE,0,20
566,2018-03-25T13:54:25Z,CA,6500,3250,R,60,9,BiMonthly,235.3,3/28/2018,4/13/2018,TRUE,1,16
1889,2018-02-05T13:26:00Z,CA,3500,3500,O,96,6,Monthly,117.65,2/5/2018,3/1/2018,FALSE,0,24
1718,2018-02-12T15:54:00Z,CA,910,910,R,18,36,Monthly,294.12,2/12/2018,3/1/2018,FALSE,0,17
1486,2018-02-20T13:13:56Z,TX,1.00E+03,1.00E+03,R,12,6,Monthly,384.73,2/20/2018,3/1/2018,TRUE,1,9
1874,2018-02-05T14:33:00Z,CA,5166,2583,R,127,36,BiWeekly,300,2/8/2018,2/16/2018,TRUE,1,8
978,2018-03-10T16:31:21Z,CA,2500,2500,R,96,6,Monthly,117.65,3/12/2018,4/3/2018,FALSE,0,22
1607,2018-02-14T17:23:00Z,CA,6.00E+03,3.00E+03,R,24,30,BiMonthly,117.65,2/14/2018,3/5/2018,FALSE,0,19
712,2018-03-20T13:59:32Z,CA,2500,1250,R,12,12,BiWeekly,117.65,3/21/2018,4/6/2018,FALSE,0,16
1114,2018-03-05T13:47:55Z,CA,6.00E+03,3.00E+03,R,0,6,BiWeekly,117.65,3/5/2018,3/23/2018,FALSE,0,18
1747,2018-02-12T11:04:00Z,CA,2200,1100,R,68,3,BiMonthly,176.47,2/12/2018,2/20/2018,FALSE,0,8
1224,2018-03-01T11:21:14Z,CA,2500,2500,R,96,6,Monthly,117.65,3/1/2018,3/9/2018,TRUE,1,8
1389,2018-02-23T12:07:36Z,TX,1.00E+04,5.00E+03,R,12,12,BiWeekly,512.76,2/23/2018,3/2/2018,TRUE,1,7
890,2018-03-14T11:50:07Z,CA,1500,1500,O,108,6,Monthly,117.65,3/14/2018,4/3/2018,FALSE,0,20
1409,2018-02-22T15:25:04Z,CA,1.80E+04,4500,R,60,6,Weekly,117.65,2/22/2018,3/2/2018,FALSE,0,8
270,2018-04-03T11:10:09Z,TX,2.00E+03,1.00E+03,R,12,6,BiWeekly,256.93,4/3/2018,4/20/2018,TRUE,1,17
1899,2018-02-05T10:44:00Z,CA,5.00E+03,2500,R,51,26,BiWeekly,235.3,2/5/2018,2/23/2018,FALSE,0,18
1645,2018-02-13T18:04:00Z,TX,1.20E+04,6.00E+03,R,60,60,BiMonthly,641.36,2/13/2018,2/23/2018,TRUE,1,10
92,2018-04-07T16:39:25Z,CA,2200,1100,R,33,30,BiWeekly,117.65,4/7/2018,4/20/2018,FALSE,0,13
1632,2018-02-14T12:35:00Z,TX,2.00E+03,2.00E+03,R,60,60,Monthly,513.75,2/14/2018,3/2/2018,FALSE,0,16
838,2018-03-15T17:39:58Z,CA,1711,1711,R,147,36,Monthly,300,3/15/2018,4/6/2018,FALSE,0,22
1927,2018-02-02T16:53:00Z,CA,1215,1215,R,3,36,Monthly,300,2/2/2018,3/2/2018,FALSE,0,28
1171,2018-03-02T18:40:49Z,CA,3.00E+03,3.00E+03,R,164,30,Monthly,300,3/2/2018,4/2/2018,TRUE,1,31
1110,2018-03-05T15:45:51Z,CA,1500,1500,R,96,6,Monthly,117.65,3/5/2018,4/2/2018,FALSE,0,28
573,2018-03-25T10:59:15Z,TX,5.00E+03,2500,R,61,31,BiMonthly,642.05,3/25/2018,4/9/2018,TRUE,1,15
946,2018-03-12T16:25:08Z,CA,1500,1500,R,12,6,Monthly,117.65,3/12/2018,4/3/2018,FALSE,0,22
362,2018-03-31T13:50:43Z,TX,2500,2500,R,12,6,Monthly,643.42,3/31/2018,4/25/2018,FALSE,0,25
1190,2018-03-02T09:38:38Z,CA,5040,2520,R,351,36,BiWeekly,300,3/2/2018,3/23/2018,FALSE,0,21
1793,2018-02-08T22:18:00Z,TX,1300,1300,O,121,36,Monthly,321.5,2/9/2018,3/2/2018,FALSE,0,21
527,2018-03-26T14:53:33Z,CA,2560,1280,R,32,15,BiWeekly,300,3/28/2018,4/6/2018,FALSE,0,9
519,2018-03-26T16:50:25Z,CA,4.00E+03,4.00E+03,R,12,6,Monthly,117.65,3/26/2018,4/13/2018,FALSE,0,18
1811,2018-02-08T14:02:00Z,CA,4500,4500,R,24,6,Monthly,117.65,2/9/2018,3/1/2018,FALSE,0,20
667,2018-03-22T08:58:40Z,CA,2192,1096,O,13,36,BiMonthly,300,3/22/2018,4/5/2018,TRUE,1,14
816,2018-03-16T16:16:57Z,TX,3500,3500,R,12,36,Monthly,644.24,3/22/2018,4/16/2018,TRUE,1,25
1283,2018-02-27T13:13:20Z,CA,2.00E+03,2.00E+03,O,0,6,Monthly,117.65,2/27/2018,3/30/2018,FALSE,0,31
1113,2018-03-05T14:04:17Z,TX,6.00E+03,3.00E+03,R,60,30,BiWeekly,256.98,3/5/2018,3/23/2018,TRUE,1,18
552,2018-03-26T10:17:33Z,TX,5.00E+03,5.00E+03,O,24,6,Monthly,642.87,3/26/2018,4/16/2018,TRUE,1,21
929,2018-03-13T09:58:10Z,CA,3832,958,R,216,36,Weekly,300,3/13/2018,3/23/2018,FALSE,0,10
811,2018-03-16T18:26:19Z,CA,5.00E+03,5.00E+03,R,12,6,Monthly,117.65,3/16/2018,3/30/2018,TRUE,1,14
1405,2018-02-22T17:58:48Z,TX,5.00E+03,2500,R,36,36,BiWeekly,385.15,2/22/2018,3/8/2018,FALSE,0,14
1547,2018-02-15T18:47:01Z,CA,3438,1719,O,63,36,BiWeekly,300,2/15/2018,2/23/2018,FALSE,0,8
85,2018-04-07T23:26:10Z,CA,6600,3300,O,24,36,BiWeekly,300,4/8/2018,4/20/2018,FALSE,0,12
651,2018-03-22T14:45:10Z,CA,3500,3500,R,12,6,Monthly,117.65,3/22/2018,4/3/2018,FALSE,0,12
422,2018-03-29T10:46:19Z,CA,2760,1380,R,26,30,BiWeekly,176.47,3/29/2018,4/6/2018,FALSE,0,8
319,2018-04-02T12:07:04Z,CA,3.00E+03,1500,R,36,12,BiWeekly,117.65,4/2/2018,4/20/2018,TRUE,1,18
1699,2018-02-12T19:15:00Z,TX,5.00E+03,5.00E+03,R,26,26,Monthly,642.19,2/13/2018,2/28/2018,FALSE,0,15
1992,2018-01-31T16:08:00Z,CA,5.00E+03,5.00E+03,R,12,6,Monthly,117.65,1/31/2018,2/28/2018,TRUE,1,28
1087,2018-03-06T11:51:42Z,TX,5834,2917,R,36,36,Monthly,257.15,3/6/2018,3/27/2018,FALSE,0,21
1913,2018-02-04T11:47:00Z,CA,1098,549,R,5,30,BiWeekly,176.47,2/4/2018,2/23/2018,FALSE,0,19
523,2018-03-26T15:19:46Z,CA,3.00E+03,1500,R,36,36,BiWeekly,117.65,3/28/2018,4/9/2018,FALSE,0,12
177,2018-04-05T12:37:27Z,TX,4.00E+03,4.00E+03,R,12,6,Monthly,643.42,4/5/2018,4/30/2018,FALSE,0,25
803,2018-03-17T12:36:42Z,CA,1.30E+04,6500,R,24,30,BiWeekly,235.3,3/19/2018,4/5/2018,FALSE,0,17
1104,2018-03-05T16:46:04Z,CA,3500,3500,R,48,6,Monthly,117.65,3/5/2018,4/3/2018,FALSE,0,29
1947,2018-02-01T17:19:00Z,CA,2042,1021,R,98,30,BiWeekly,176.47,2/1/2018,2/9/2018,FALSE,0,8
228,2018-04-04T09:32:29Z,CA,3200,800,O,240,36,Weekly,300,4/4/2018,4/13/2018,FALSE,0,9
137,2018-04-06T11:20:31Z,TX,2708,1354,R,24,24,BiWeekly,642.32,4/6/2018,4/23/2018,TRUE,1,17
1593,2018-02-14T23:35:00Z,CA,1450,725,R,104,30,BiWeekly,300,2/15/2018,2/23/2018,FALSE,0,8
12,2018-04-09T18:00:12Z,CA,2.00E+03,1.00E+03,R,24,12,BiWeekly,117.65,4/9/2018,4/25/2018,TRUE,1,16
1269,2018-02-27T16:51:15Z,TX,5500,5500,O,184,36,Monthly,642.86,2/27/2018,3/20/2018,TRUE,1,21
262,2018-04-03T12:33:27Z,CA,3.00E+03,3.00E+03,R,48,36,Monthly,117.65,4/3/2018,4/25/2018,FALSE,0,22
800,2018-03-17T15:22:41Z,TX,5.00E+03,2500,R,12,5,BiWeekly,641.78,3/17/2018,3/30/2018,FALSE,0,13
144,2018-04-06T09:23:55Z,CA,2144,536,R,177,9,Weekly,300,4/9/2018,4/20/2018,FALSE,0,11
1596,2018-02-14T19:54:00Z,CA,5400,2700,R,107,208,BiWeekly,294.12,2/15/2018,3/2/2018,FALSE,0,15
122,2018-04-06T16:48:03Z,CA,3.00E+03,3.00E+03,R,12,6,Monthly,117.65,4/10/2018,5/4/2018,TRUE,1,24
933,2018-03-12T21:32:58Z,CA,1025,1025,O,117,36,Monthly,300,3/13/2018,4/3/2018,FALSE,0,21
726,2018-03-20T08:12:59Z,CA,4.00E+03,4.00E+03,O,12,6,BiMonthly,117.65,3/22/2018,4/5/2018,FALSE,0,14
1286,2018-02-27T13:03:12Z,TX,1.20E+04,6.00E+03,R,60,36,BiWeekly,641.36,2/27/2018,3/9/2018,FALSE,0,10
1604,2018-02-14T17:46:00Z,CA,3666,1833,O,48,36,BiWeekly,300,2/14/2018,2/23/2018,TRUE,1,9
795,2018-03-18T09:23:12Z,TX,2.00E+03,2.00E+03,R,84,6,Monthly,644.24,3/18/2018,4/18/2018,FALSE,0,31
824,2018-03-16T12:44:45Z,CA,2.00E+04,5.00E+03,R,12,6,Weekly,117.65,3/16/2018,3/26/2018,TRUE,1,10
876,2018-03-14T16:53:40Z,CA,3.00E+03,3.00E+03,R,36,36,Monthly,117.65,3/14/2018,3/30/2018,FALSE,0,16
1118,2018-03-05T13:20:21Z,TX,3500,3500,R,0,6,Monthly,641.23,3/5/2018,3/14/2018,FALSE,0,9
1390,2018-02-23T11:58:00Z,CA,1480,740,O,112,30,BiMonthly,300,2/23/2018,3/20/2018,FALSE,0,25
1557,2018-02-15T16:53:01Z,CA,4.00E+03,4.00E+03,R,72,72,Monthly,235.3,2/15/2018,2/28/2018,FALSE,0,13
684,2018-03-21T13:55:37Z,CA,1500,1500,R,108,6,Monthly,117.65,3/21/2018,4/2/2018,FALSE,0,12
590,2018-03-24T10:50:16Z,TX,5.00E+03,5.00E+03,R,16,20,Monthly,644.24,3/24/2018,4/24/2018,TRUE,1,31
179,2018-04-05T12:12:15Z,TX,5.00E+03,2500,R,12,12,BiMonthly,256.6,4/5/2018,4/16/2018,FALSE,0,11
609,2018-03-23T15:25:31Z,CA,1274,637,R,164,36,BiWeekly,300,3/23/2018,4/6/2018,FALSE,0,14
1953,2018-02-01T16:25:00Z,CA,6.00E+03,3.00E+03,R,95,36,BiMonthly,300,2/1/2018,2/15/2018,FALSE,0,14
1552,2018-02-15T17:50:46Z,TX,5.00E+03,5.00E+03,R,12,12,Monthly,643.01,2/16/2018,3/9/2018,TRUE,1,21
455,2018-03-28T11:55:19Z,CA,3.00E+03,1500,R,48,36,BiWeekly,117.65,3/28/2018,4/5/2018,FALSE,0,8
1300,2018-02-27T10:27:44Z,TX,6500,6500,R,24,18,Monthly,644.24,2/27/2018,3/30/2018,FALSE,0,31
1467,2018-02-20T17:48:06Z,CA,1500,1500,R,108,6,Monthly,117.65,2/20/2018,3/1/2018,FALSE,0,9
950,2018-03-12T15:04:53Z,CA,2838,1419,R,15,15,BiWeekly,294.13,3/12/2018,3/23/2018,FALSE,0,11
278,2018-04-03T08:33:15Z,CA,3752,1876,R,136,15,BiMonthly,300,4/4/2018,4/13/2018,FALSE,0,9
276,2018-04-03T09:47:16Z,TX,3.00E+03,1500,R,12,12,BiWeekly,641.36,4/3/2018,4/13/2018,FALSE,0,10
1668,2018-02-13T13:55:00Z,CA,3.00E+03,3.00E+03,R,12,5,Monthly,117.65,2/13/2018,3/5/2018,FALSE,0,20
1776,2018-02-10T12:05:00Z,TX,1015,1015,R,4,36,Monthly,257.64,2/12/2018,3/14/2018,FALSE,0,30
1946,2018-02-01T17:27:00Z,CA,2156,539,R,181,30,Weekly,300,2/1/2018,2/15/2018,FALSE,0,14
1975,2018-01-31T19:57:00Z,CA,5750,2875,R,96,24,BiWeekly,235.3,2/1/2018,2/16/2018,TRUE,1,15
1584,2018-02-15T11:32:21Z,CA,9.00E+03,4500,R,36,36,BiWeekly,235.3,2/15/2018,3/2/2018,FALSE,0,15
728,2018-03-20T04:25:30Z,CA,2190,1095,O,120,6,BiWeekly,300,3/20/2018,4/6/2018,FALSE,0,17
356,2018-03-31T18:26:54Z,CA,2.00E+03,1.00E+03,R,99,30,BiWeekly,300,3/31/2018,4/19/2018,FALSE,0,19
1103,2018-03-05T17:34:01Z,CA,3625,3625,R,60,12,Monthly,235.3,3/5/2018,4/5/2018,FALSE,0,31
1653,2018-02-13T16:40:00Z,CA,1500,1500,R,36,6,Monthly,117.65,2/13/2018,3/9/2018,FALSE,0,24
1892,2018-02-05T12:05:00Z,TX,1500,1500,O,60,6,Monthly,386.05,2/5/2018,3/2/2018,FALSE,0,25
511,2018-03-27T01:26:59Z,CA,2.00E+03,2.00E+03,R,12,6,Monthly,117.65,3/27/2018,4/27/2018,FALSE,0,31
1826,2018-02-08T00:37:00Z,TX,1650,825,O,122,36,BiWeekly,546.09,2/12/2018,3/2/2018,FALSE,0,18
360,2018-03-31T14:41:32Z,TX,2500,1250,R,12,6,BiWeekly,641.78,3/31/2018,4/13/2018,TRUE,1,13
404,2018-03-29T16:09:13Z,CA,1500,1500,R,12,6,Monthly,117.65,3/29/2018,4/29/2018,FALSE,0,31
392,2018-03-30T10:17:55Z,CA,2930,2930,R,52,30,Monthly,235.3,3/30/2018,4/27/2018,FALSE,0,28
123,2018-04-06T16:22:10Z,CA,2.00E+03,1.00E+03,R,12,12,BiWeekly,117.65,4/6/2018,4/16/2018,TRUE,1,10
1396,2018-02-23T11:14:29Z,TX,1.20E+04,6.00E+03,R,48,48,BiMonthly,641.91,2/23/2018,3/9/2018,TRUE,1,14
1794,2018-02-08T19:54:00Z,CA,8.00E+03,4.00E+03,R,58,36,BiMonthly,300,2/8/2018,2/28/2018,FALSE,0,20
1381,2018-02-23T16:02:22Z,CA,6.00E+03,3.00E+03,R,36,30,BiMonthly,117.65,2/23/2018,3/12/2018,TRUE,1,17
121,2018-04-06T17:02:15Z,CA,2.00E+03,1.00E+03,R,48,12,BiWeekly,117.65,4/6/2018,4/16/2018,TRUE,1,10
814,2018-03-16T17:23:38Z,CA,14400,7200,R,15,15,BiWeekly,294.12,3/16/2018,3/30/2018,FALSE,0,14
1616,2018-02-14T15:35:00Z,CA,2500,2500,R,12,6,Monthly,117.65,2/14/2018,2/28/2018,FALSE,0,14
1193,2018-03-02T01:21:59Z,CA,1260,630,R,28,6,BiWeekly,300,3/2/2018,3/14/2018,FALSE,0,12
1226,2018-03-01T10:45:48Z,TX,3500,3500,R,473,32,Monthly,642.6,3/1/2018,3/20/2018,FALSE,0,19
1091,2018-03-06T03:06:58Z,CA,3616,1808,R,48,30,BiWeekly,300,3/6/2018,3/23/2018,FALSE,0,17
143,2018-04-06T09:44:40Z,CA,1500,750,R,12,6,BiWeekly,117.65,4/6/2018,4/20/2018,FALSE,0,14
257,2018-04-03T13:45:00Z,CA,3800,1900,R,24,24,BiWeekly,235.3,4/3/2018,4/17/2018,FALSE,0,14
1045,2018-03-08T11:08:07Z,TX,1.00E+04,5.00E+03,R,60,60,BiMonthly,642.46,3/12/2018,3/30/2018,FALSE,0,18
636,2018-03-22T18:12:47Z,CA,1430,715,R,27,15,BiMonthly,300,3/22/2018,4/6/2018,FALSE,0,15
1200,2018-03-01T17:25:36Z,CA,2142,1071,R,8,12,BiWeekly,300,3/1/2018,3/9/2018,FALSE,0,8
1881,2018-02-05T13:59:00Z,TX,2.00E+03,2.00E+03,R,12,12,Monthly,514.73,2/5/2018,3/2/2018,FALSE,0,25
1647,2018-02-13T17:31:00Z,CA,720,720,R,97,15,Monthly,235.3,2/13/2018,3/2/2018,TRUE,1,17
1138,2018-03-05T02:47:03Z,CA,1960,980,O,101,30,BiWeekly,300,3/5/2018,3/16/2018,FALSE,0,11
305,2018-04-02T14:39:58Z,CA,4.00E+03,2.00E+03,R,12,6,BiWeekly,117.65,4/2/2018,4/13/2018,FALSE,0,11
892,2018-03-14T11:15:20Z,CA,3506,1753,R,40,36,BiWeekly,300,3/14/2018,3/23/2018,FALSE,0,9
1726,2018-02-12T15:21:00Z,CA,986,493,R,50,36,BiWeekly,294.12,2/12/2018,3/2/2018,FALSE,0,18
580,2018-03-24T15:57:40Z,CA,3.00E+03,1500,R,88,30,BiWeekly,300,3/24/2018,4/11/2018,FALSE,0,18
1739,2018-02-12T12:50:00Z,TX,5.00E+03,2500,O,108,6,BiWeekly,642.46,2/12/2018,3/2/2018,FALSE,0,18
1772,2018-02-10T19:48:00Z,CA,3400,850,R,117,6,Weekly,300,2/12/2018,2/22/2018,FALSE,0,10
1872,2018-02-05T14:58:00Z,TX,4500,4500,O,108,6,Monthly,385.97,2/5/2018,3/1/2018,FALSE,0,24
559,2018-03-25T19:14:30Z,TX,5250,5250,R,60,6,Monthly,644.24,3/25/2018,4/25/2018,TRUE,1,31
1061,2018-03-07T13:57:45Z,CA,4200,1050,R,183,36,Weekly,300,3/7/2018,3/16/2018,FALSE,0,9
867,2018-03-14T19:43:03Z,CA,6500,3250,R,24,24,BiWeekly,235.3,3/14/2018,3/23/2018,FALSE,0,9
966,2018-03-11T17:07:29Z,CA,7.00E+03,3500,R,24,6,BiWeekly,117.65,3/11/2018,3/23/2018,TRUE,1,12
707,2018-03-20T15:22:36Z,CA,811,811,O,690,36,Monthly,264.71,3/20/2018,4/2/2018,FALSE,0,13
332,2018-04-02T10:39:41Z,TX,4876,2438,R,24,24,BiWeekly,642.46,4/2/2018,4/20/2018,TRUE,1,18
397,2018-03-29T17:16:10Z,CA,3180,1590,R,178,36,BiWeekly,300,3/29/2018,4/6/2018,FALSE,0,8
114,2018-04-06T19:21:41Z,CA,5.00E+03,2500,R,72,12,BiWeekly,235.3,4/6/2018,4/20/2018,TRUE,1,14
1895,2018-02-05T11:02:00Z,CA,12018,12018,R,210,36,Monthly,300,2/5/2018,2/20/2018,FALSE,0,15
910,2018-03-13T18:06:41Z,TX,5.00E+03,5.00E+03,R,240,36,Monthly,642.32,3/13/2018,3/30/2018,FALSE,0,17
108,2018-04-07T09:11:57Z,TX,4.00E+03,4.00E+03,R,12,12,Monthly,257.26,4/7/2018,4/30/2018,TRUE,1,23
1725,2018-02-12T15:22:00Z,CA,976,488,R,50,15,BiMonthly,117.65,2/12/2018,2/22/2018,FALSE,0,10
